graph_id,neato_xing,sfdp_xing,smartgd_xing,diff_gd_xing
grafo10393.96,108,143,118.0,87
grafo10942.35,8,8,10.0,8
grafo11123.32,8,5,9.0,5
grafo4092.38,16,14,18.0,15
grafo2074.34,0,0,0.0,0
grafo2360.17,1,2,1.0,1
grafo9198.81,155,146,152.0,120
grafo2253.18,8,5,3.0,6
grafo1252.30,2,2,0.0,2
grafo8119.79,50,46,56.0,39
grafo7956.80,73,65,63.0,59
grafo6376.48,14,15,13.0,11
grafo6164.41,19,24,16.0,15
grafo6838.50,10,11,11.0,8
grafo1778.15,3,3,2.0,2
grafo3249.44,17,15,12.0,17
grafo9962.97,82,74,85.0,60
grafo11536.91,135,135,115.0,105
grafo4180.57,45,52,43.0,37
grafo6784.55,23,23,22.0,15
grafo2532.14,0,0,0.0,0
grafo7237.44,12,9,12.0,8
grafo1139.15,0,0,0.0,0
grafo3125.37,3,3,3.0,3
grafo10589.93,118,120,111.0,101
grafo6177.52,26,30,28.0,21
grafo11450.37,3,6,4.0,3
grafo7169.44,17,15,14.0,13
grafo6908.43,5,7,5.0,4
grafo6255.48,24,28,32.0,18
grafo7781.93,57,48,64.0,46
grafo8830.88,89,88,85.0,71
grafo531.17,0,2,0.0,0
grafo8903.97,26,27,29.0,22
grafo5522.35,6,9,8.0,3
grafo10646.100,230,229,224.0,177
grafo10316.100,81,96,94.0,62
grafo8833.94,79,88,93.0,61
grafo2658.18,1,1,0.0,1
grafo11045.94,131,128,133.0,105
grafo1723.10,3,1,1.0,1
grafo4557.60,18,14,19.0,16
grafo8290.81,106,94,109.0,85
grafo1414.66,16,25,19.0,14
grafo9192.67,65,53,58.0,54
grafo5264.36,3,3,0.0,2
grafo11467.37,12,6,9.0,10
grafo10666.98,85,64,70.0,67
grafo8871.64,27,43,33.0,19
grafo8913.88,44,38,32.0,35
grafo10895.98,64,57,68.0,53
grafo8405.65,58,47,72.0,46
grafo11406.92,41,55,46.0,34
grafo1405.50,16,11,10.0,11
grafo4105.40,3,1,1.0,2
grafo5797.47,20,20,19.0,15
grafo11431.92,104,84,81.0,74
grafo11236.38,15,11,13.0,10
grafo264.17,1,2,1.0,1
grafo4393.77,29,30,25.0,19
grafo6133.39,11,14,9.0,8
grafo9862.36,15,11,13.0,12
grafo2122.20,1,1,1.0,0
grafo9139.85,105,82,95.0,79
grafo3971.44,3,4,6.0,3
grafo8374.76,34,35,40.0,31
grafo3870.38,23,28,21.0,18
grafo11353.92,42,30,36.0,32
grafo589.12,0,0,0.0,0
grafo7630.39,5,7,8.0,3
grafo10383.99,127,98,115.0,99
grafo8587.71,22,11,26.0,17
grafo10813.93,91,87,89.0,72
grafo10991.97,109,94,93.0,90
grafo8017.64,35,46,36.0,28
grafo8098.85,61,62,60.0,54
grafo11152.98,113,95,95.0,89
grafo4947.53,21,18,15.0,15
grafo7053.55,26,17,27.0,19
grafo8325.61,39,38,30.0,29
grafo9027.87,136,132,135.0,114
grafo9435.72,44,51,45.0,34
grafo7516.69,51,45,44.0,47
grafo8004.77,94,95,99.0,75
grafo6037.36,15,18,18.0,13
grafo1012.22,0,0,0.0,0
grafo6379.39,9,6,8.0,8
grafo5006.58,31,24,33.0,22
grafo5926.43,17,30,19.0,13
grafo2915.27,12,10,10.0,8
grafo3679.39,3,5,1.0,2
grafo3791.57,39,36,28.0,27
grafo3974.37,35,14,15.0,26
grafo9966.39,2,3,4.0,2
grafo1745.17,0,0,0.0,0
grafo10752.35,4,9,3.0,4
grafo1320.27,8,4,6.0,5
grafo8559.87,56,54,60.0,47
grafo4360.78,34,36,36.0,27
grafo11370.33,3,2,0.0,1
grafo1619.11,0,1,1.0,0
grafo4242.51,17,25,15.0,14
grafo3459.43,53,58,55.0,41
grafo10274.99,90,89,81.0,69
grafo7851.77,39,34,44.0,26
grafo2588.24,3,1,1.0,3
grafo5641.37,2,3,4.0,2
grafo573.13,4,5,5.0,3
grafo4338.71,50,44,36.0,33
grafo6798.37,13,10,12.0,10
grafo8463.72,64,75,61.0,48
grafo11185.94,75,58,73.0,59
grafo3146.53,51,48,37.0,41
grafo9003.84,54,64,54.0,43
grafo11269.93,134,105,111.0,104
grafo3414.36,0,1,0.0,0
grafo7962.78,82,81,82.0,66
grafo7219.45,10,21,9.0,7
grafo982.15,0,0,0.0,0
grafo1330.28,1,1,1.0,1
grafo6926.42,4,4,5.0,4
grafo5182.33,1,3,6.0,1
grafo10436.95,186,182,193.0,158
grafo4592.56,25,27,28.0,19
grafo6135.46,32,37,35.0,25
grafo5750.44,29,37,34.0,23
grafo3707.43,14,8,10.0,11
grafo7578.49,6,9,4.0,4
grafo8661.64,25,27,20.0,23
grafo3964.38,12,10,10.0,9
grafo5985.62,65,69,58.0,56
grafo2295.22,0,0,0.0,0
grafo8273.81,34,25,36.0,28
grafo5639.77,22,19,26.0,19
grafo9613.67,50,46,58.0,42
grafo10685.98,168,174,169.0,127
grafo10137.36,5,6,6.0,5
grafo980.20,0,0,0.0,0
grafo1368.31,13,20,13.0,10
grafo4056.37,15,15,14.0,11
grafo824.12,0,0,0.0,0
grafo11264.33,2,1,1.0,1
grafo1115.31,11,16,12.0,8
grafo4686.65,35,50,28.0,30
grafo11449.36,4,5,4.0,2
grafo9720.68,43,38,45.0,36
grafo8952.90,130,113,110.0,102
grafo4347.77,54,41,43.0,38
grafo7130.90,105,110,101.0,79
grafo1677.21,0,0,0.0,0
grafo180.27,6,7,14.0,6
grafo2297.17,2,2,2.0,1
grafo3841.57,39,40,48.0,35
grafo474.10,0,0,0.0,0
grafo2763.20,0,1,0.0,0
grafo6078.76,38,51,46.0,29
grafo5767.44,14,7,10.0,11
grafo10876.98,133,146,136.0,106
grafo839.14,0,0,0.0,0
grafo1725.32,5,4,6.0,5
grafo7885.83,100,148,97.0,84
grafo8438.67,100,95,90.0,73
grafo11279.35,2,3,2.0,2
grafo9933.39,3,2,4.0,3
grafo7071.39,12,14,15.0,10
grafo10188.38,7,12,11.0,7
grafo8257.92,75,56,52.0,59
grafo257.10,0,0,0.0,0
grafo10569.36,9,10,10.0,8
grafo3200.36,11,11,11.0,11
grafo10531.96,48,49,48.0,37
grafo4243.78,61,76,67.0,46
grafo607.15,0,0,0.0,0
grafo5064.58,4,7,6.0,4
grafo6721.56,35,34,46.0,28
grafo7914.84,87,65,77.0,78
grafo5244.32,1,1,1.0,1
grafo7804.77,34,35,33.0,28
grafo9597.96,50,41,50.0,39
grafo7958.61,41,37,41.0,35
grafo9656.68,69,78,63.0,59
grafo511.13,1,1,1.0,1
grafo5635.47,13,6,9.0,9
grafo6612.59,39,41,45.0,30
grafo11402.95,35,31,38.0,30
grafo4959.59,10,7,10.0,6
grafo9269.64,62,56,61.0,48
grafo3059.35,3,2,4.0,2
grafo4903.75,79,105,76.0,68
grafo3924.44,4,5,5.0,3
grafo8528.84,50,46,48.0,39
grafo1712.22,0,0,2.0,0
grafo6346.43,23,26,26.0,17
grafo4013.38,12,11,13.0,11
grafo11671.39,12,12,14.0,6
grafo8316.82,139,174,150.0,114
grafo6687.51,31,29,35.0,26
grafo6398.41,12,11,13.0,10
grafo828.22,0,1,0.0,0
grafo4148.78,80,67,71.0,64
grafo5516.64,98,99,95.0,74
grafo10325.96,191,200,180.0,155
grafo6716.46,12,17,13.0,8
grafo1622.31,7,11,9.0,6
grafo10733.39,11,12,12.0,8
grafo7197.52,24,13,14.0,17
grafo11672.35,8,10,10.0,7
grafo11569.93,109,125,100.0,80
grafo5151.38,31,29,30.0,27
grafo6074.46,15,13,15.0,10
grafo2340.13,1,0,0.0,1
grafo8800.93,126,96,103.0,109
grafo3481.97,20,27,25.0,16
grafo2108.26,11,11,13.0,8
grafo4629.64,67,50,57.0,55
grafo1829.15,1,1,1.0,1
grafo5850.43,13,23,12.0,12
grafo8041.68,113,102,106.0,94
grafo4775.62,61,64,53.0,48
grafo5724.34,4,3,5.0,3
grafo7133.35,1,0,0.0,0
grafo7263.99,107,69,72.0,87
grafo7542.40,10,11,9.0,10
grafo898.10,0,0,0.0,0
grafo2701.20,2,1,1.0,2
grafo10814.98,166,165,166.0,132
grafo1633.17,0,2,0.0,0
grafo6635.56,16,18,19.0,14
grafo4158.77,78,80,85.0,61
grafo10719.96,110,88,93.0,90
grafo680.37,1,1,1.0,1
grafo2415.13,0,1,0.0,0
grafo1620.14,0,0,0.0,0
grafo11518.39,14,14,14.0,12
grafo2712.23,2,2,2.0,2
grafo11038.100,76,70,73.0,47
grafo8240.72,53,47,54.0,39
grafo5956.79,37,37,41.0,30
grafo4949.56,9,7,9.0,9
grafo5578.36,2,1,2.0,1
grafo4689.59,6,7,7.0,4
grafo1627.30,8,12,10.0,6
grafo437.12,0,0,0.0,0
grafo6252.43,31,33,26.0,25
grafo5411.77,53,41,45.0,43
grafo4015.47,21,28,21.0,18
grafo3540.38,25,26,26.0,21
grafo4006.54,7,4,7.0,4
grafo9728.70,13,13,13.0,9
grafo2363.34,3,2,4.0,2
grafo9795.80,89,90,86.0,72
grafo8676.94,84,85,88.0,71
grafo7563.42,17,20,23.0,14
grafo3561.48,36,34,36.0,23
grafo10561.97,55,49,60.0,44
grafo7944.85,102,89,95.0,79
grafo7291.39,38,28,37.0,29
grafo5154.39,24,25,21.0,23
grafo3993.52,64,63,63.0,52
grafo6611.37,34,26,23.0,24
grafo139.24,0,3,0.0,0
grafo11653.37,8,7,7.0,7
grafo1705.19,5,1,5.0,3
grafo7818.83,107,118,101.0,90
grafo9555.70,27,29,33.0,20
grafo2075.32,6,5,8.0,5
grafo5423.76,46,50,49.0,38
grafo10203.97,167,173,181.0,140
grafo3296.40,3,9,4.0,2
grafo2929.23,3,5,6.0,1
grafo6257.42,19,20,15.0,15
grafo9105.75,55,53,49.0,42
grafo5071.56,33,26,33.0,25
grafo5713.46,39,42,35.0,35
grafo5015.80,12,9,21.0,10
grafo6526.51,12,11,11.0,9
grafo7756.44,21,30,21.0,18
grafo8893.96,163,139,146.0,142
grafo10097.95,38,37,47.0,30
grafo3186.39,7,14,13.0,6
grafo9770.79,56,41,51.0,40
grafo6587.45,7,9,5.0,7
grafo4651.56,32,40,30.0,27
grafo6808.39,4,3,6.0,4
grafo11616.91,111,111,102.0,95
grafo2601.17,6,8,10.0,5
grafo11174.91,53,74,50.0,46
grafo5623.45,4,9,6.0,4
grafo146.22,6,13,8.0,4
grafo10546.98,64,71,81.0,57
grafo4144.83,60,52,54.0,43
grafo793.13,2,0,2.0,0
grafo9978.41,13,16,12.0,11
grafo1733.20,2,2,2.0,2
grafo10466.94,69,68,64.0,47
grafo7369.48,14,11,11.0,14
grafo9611.89,157,137,139.0,122
grafo11089.93,30,21,33.0,21
grafo4738.65,34,36,39.0,29
grafo3650.41,14,12,12.0,12
grafo2172.31,0,0,1.0,0
grafo3598.55,20,20,15.0,17
grafo8670.89,28,38,24.0,19
grafo7440.42,2,2,4.0,1
grafo4957.87,34,22,29.0,26
grafo11608.32,1,2,0.0,1
grafo6073.62,19,16,14.0,17
grafo2625.14,0,0,0.0,0
grafo5448.35,3,2,4.0,2
grafo2603.22,3,3,3.0,3
grafo4664.63,21,23,18.0,16
grafo10304.94,16,11,20.0,13
grafo4675.55,61,65,53.0,51
grafo4798.58,33,41,35.0,29
grafo8679.73,31,26,30.0,24
grafo7317.67,65,43,61.0,48
grafo7761.44,11,10,11.0,9
grafo5485.34,11,9,9.0,8
grafo7979.73,28,27,27.0,23
grafo7331.41,4,3,7.0,2
grafo324.11,0,0,0.0,0
grafo2197.13,0,0,0.0,0
grafo10442.97,49,40,46.0,38
grafo8375.70,54,58,56.0,39
grafo2488.13,0,0,0.0,0
grafo5584.48,20,24,18.0,16
grafo2543.38,3,1,1.0,2
grafo4666.56,13,13,19.0,11
grafo4392.61,25,14,16.0,21
grafo1366.56,13,11,13.0,11
grafo1883.15,0,1,0.0,0
grafo3792.39,9,14,7.0,6
grafo1570.63,14,13,12.0,11
grafo3855.60,32,29,56.0,28
grafo8234.70,30,22,25.0,22
grafo7964.75,55,42,41.0,42
grafo3548.42,4,4,9.0,4
grafo8026.69,4,2,3.0,3
grafo1892.23,0,0,0.0,0
grafo4919.57,21,24,20.0,17
grafo7784.66,32,17,25.0,24
grafo2454.34,9,10,9.0,7
grafo11492.35,12,16,13.0,11
grafo9429.86,134,127,123.0,106
grafo9246.63,53,48,52.0,35
grafo1110.20,1,1,0.0,1
grafo3423.54,11,10,9.0,11
grafo8448.86,123,140,142.0,85
grafo5443.43,19,23,20.0,16
grafo6694.89,22,19,26.0,17
grafo11261.32,4,4,7.0,3
grafo3726.51,28,28,21.0,24
grafo7617.54,53,40,46.0,39
grafo313.11,0,0,0.0,0
grafo4759.79,60,50,56.0,45
grafo9999.39,13,9,12.0,8
grafo223.12,0,0,0.0,0
grafo9143.66,21,26,23.0,16
grafo8797.100,71,63,82.0,57
grafo4340.53,15,19,22.0,14
grafo4229.60,23,34,28.0,18
grafo10288.95,170,177,163.0,141
grafo6885.44,8,8,15.0,6
grafo6107.57,30,29,32.0,24
grafo698.20,7,6,10.0,5
grafo10964.95,68,51,46.0,48
grafo1015.16,5,3,3.0,3
grafo1562.49,1,0,0.0,1
grafo7406.41,5,4,5.0,3
grafo137.21,30,17,17.0,26
grafo5211.40,17,12,14.0,13
grafo880.17,0,0,0.0,0
grafo2101.17,0,0,0.0,0
grafo1312.26,0,1,0.0,0
grafo3778.37,7,7,9.0,6
grafo10319.92,88,67,92.0,67
grafo11087.96,62,53,63.0,50
grafo7681.40,27,23,22.0,22
grafo2381.40,4,4,3.0,3
grafo5949.38,8,9,8.0,6
grafo6182.40,10,7,9.0,7
grafo9303.90,47,41,36.0,36
grafo576.12,0,1,1.0,0
grafo1574.29,3,4,3.0,3
grafo6991.44,27,22,23.0,23
grafo2661.22,11,4,5.0,10
grafo4288.64,27,29,26.0,17
grafo8132.69,56,48,54.0,43
grafo11595.36,6,0,0.0,5
grafo8905.100,58,54,56.0,48
grafo1195.27,0,1,0.0,0
grafo5087.77,28,29,23.0,20
grafo6800.53,34,33,32.0,32
grafo1453.63,24,26,31.0,22
grafo984.18,5,6,1.0,2
grafo9753.85,91,86,86.0,72
grafo7774.81,43,35,48.0,31
grafo1336.25,0,0,0.0,0
grafo11558.37,1,0,2.0,0
grafo3491.43,17,14,19.0,12
grafo1822.11,2,3,0.0,0
grafo2068.12,1,2,1.0,1
grafo3257.61,31,35,32.0,26
grafo6441.41,12,12,14.0,12
grafo8295.74,56,57,58.0,42
grafo5698.37,6,3,8.0,6
grafo8346.83,44,38,43.0,39
grafo8317.60,51,48,53.0,43
grafo10690.96,42,40,44.0,37
grafo9396.88,107,100,97.0,78
grafo995.18,0,0,0.0,0
grafo3960.36,3,0,1.0,2
grafo4631.63,68,80,72.0,55
grafo1207.29,4,4,3.0,4
grafo9365.63,34,28,30.0,26
grafo4065.39,6,7,6.0,5
grafo6323.41,11,7,9.0,10
grafo6528.72,22,21,21.0,16
grafo9109.63,28,40,26.0,24
grafo552.27,1,0,0.0,0
grafo6023.37,12,10,13.0,6
grafo10420.97,165,143,160.0,127
grafo9098.64,16,16,14.0,12
grafo9984.96,120,95,115.0,100
grafo3879.96,92,99,93.0,72
grafo3511.54,16,12,21.0,14
grafo3431.58,56,45,52.0,41
grafo7420.41,24,26,28.0,21
grafo3018.24,14,13,9.0,10
grafo1017.15,0,1,0.0,0
grafo10982.34,4,3,7.0,3
grafo4483.61,23,21,20.0,16
grafo9629.83,87,86,79.0,68
grafo7888.77,59,48,48.0,47
grafo10260.98,55,48,56.0,43
grafo5283.38,33,31,34.0,22
grafo4343.79,67,51,82.0,56
grafo2699.30,3,6,5.0,2
grafo10182.33,1,1,0.0,1
grafo11287.93,110,115,131.0,90
grafo9833.81,29,28,32.0,24
grafo10377.94,91,105,94.0,79
grafo11073.100,199,170,166.0,139
grafo5752.35,7,7,7.0,4
grafo3165.52,39,33,36.0,26
grafo10331.100,86,85,85.0,69
grafo6789.55,6,3,4.0,4
grafo5896.60,55,53,43.0,42
grafo3128.37,10,12,10.0,8
grafo11242.41,13,12,9.0,10
grafo10406.97,59,59,59.0,46
grafo7749.41,8,14,5.0,5
grafo4975.74,25,23,23.0,19
grafo6378.44,24,24,23.0,19
grafo8730.86,76,69,74.0,63
grafo10415.94,103,79,98.0,85
grafo2312.11,0,0,0.0,0
grafo9061.69,26,20,25.0,17
grafo8120.75,71,65,52.0,58
grafo4377.65,22,21,22.0,19
grafo2638.34,0,0,0.0,0
grafo11048.94,90,90,89.0,73
grafo7089.59,40,45,39.0,34
grafo10254.94,83,69,76.0,59
grafo2477.47,31,24,15.0,26
grafo6573.77,31,36,30.0,25
grafo10966.96,106,83,92.0,86
grafo1194.28,0,0,0.0,0
grafo3432.44,11,12,10.0,9
grafo7161.37,4,4,5.0,4
grafo11166.34,7,4,4.0,5
grafo2655.18,5,4,5.0,2
grafo5776.36,5,4,5.0,2
grafo1556.63,21,26,25.0,20
grafo2822.36,3,4,4.0,2
grafo3065.17,5,3,4.0,4
grafo9152.66,21,24,20.0,19
grafo5824.77,23,20,20.0,16
grafo11604.34,15,12,10.0,12
grafo10027.38,17,11,10.0,14
grafo6132.44,25,32,29.0,19
grafo1699.21,2,0,0.0,2
grafo6650.54,5,8,10.0,5
grafo4765.80,60,44,56.0,46
grafo5035.56,23,20,23.0,18
grafo743.32,2,2,2.0,2
grafo5807.32,4,4,4.0,4
grafo5155.36,12,11,9.0,9
grafo8778.90,132,109,110.0,95
grafo3880.32,7,8,6.0,4
grafo5296.44,29,20,26.0,26
grafo1467.49,10,12,11.0,10
grafo7898.68,35,38,40.0,28
grafo5051.80,95,109,105.0,65
grafo8208.89,48,54,47.0,43
grafo9609.63,51,71,68.0,42
grafo7855.69,25,33,30.0,20
grafo1018.29,3,3,4.0,3
grafo2515.12,1,0,0.0,1
grafo8809.94,40,23,51.0,33
grafo4084.41,20,17,20.0,15
grafo2634.14,0,0,0.0,0
grafo5579.39,9,5,6.0,5
grafo2723.18,9,7,6.0,7
grafo2275.27,4,2,5.0,3
grafo7183.53,41,44,49.0,34
grafo8056.75,19,14,21.0,13
grafo6447.87,115,77,98.0,88
grafo7359.38,7,15,8.0,7
grafo4642.63,28,36,30.0,23
grafo3652.42,34,33,37.0,27
grafo8335.93,95,71,80.0,66
grafo8457.83,66,58,63.0,49
grafo10453.97,89,85,83.0,66
grafo2329.21,2,0,0.0,2
grafo7763.57,41,52,40.0,26
grafo7466.42,32,31,20.0,20
grafo1866.11,3,3,3.0,3
grafo962.10,0,0,0.0,0
grafo8765.86,72,65,65.0,55
grafo1372.25,0,2,0.0,0
grafo2610.17,0,1,1.0,0
grafo4980.59,36,37,48.0,30
grafo5733.39,13,11,10.0,9
grafo4210.53,28,26,23.0,18
grafo9642.69,31,32,29.0,25
grafo2240.12,0,0,0.0,0
grafo189.30,1,1,1.0,1
grafo7803.75,68,68,70.0,55
grafo6463.84,44,49,36.0,37
grafo3369.41,24,22,23.0,19
grafo6218.34,3,4,3.0,2
grafo3576.37,15,16,13.0,14
grafo1681.54,37,34,32.0,30
grafo10557.98,103,79,101.0,78
grafo5613.35,8,5,6.0,6
grafo11003.100,97,95,92.0,78
grafo2720.14,0,0,0.0,0
grafo2842.13,0,0,0.0,0
grafo2583.16,1,0,0.0,1
grafo2018.28,3,4,3.0,2
grafo7797.100,199,168,166.0,154
grafo8141.79,78,71,65.0,57
grafo7105.48,7,5,7.0,6
grafo6579.38,8,10,8.0,8
grafo9800.72,49,51,49.0,43
grafo2877.36,19,21,16.0,17
grafo3287.40,16,10,12.0,10
grafo1251.25,0,0,1.0,0
grafo4834.74,21,18,22.0,20
grafo3294.43,19,23,17.0,15
grafo4284.72,58,55,54.0,44
grafo723.17,0,0,0.0,0
grafo11109.94,136,115,124.0,108
grafo8151.76,30,32,34.0,23
grafo4382.58,4,2,4.0,2
grafo9603.85,66,67,64.0,57
grafo2530.38,3,8,7.0,3
grafo939.15,0,0,0.0,0
grafo10223.100,119,93,119.0,92
grafo7419.44,28,31,29.0,24
grafo10045.38,12,13,8.0,10
grafo6759.52,6,8,6.0,5
grafo10796.33,1,0,0.0,1
grafo9172.86,91,95,80.0,70
grafo10088.39,13,21,13.0,10
grafo7106.44,26,20,23.0,21
grafo5819.38,13,15,9.0,10
grafo9961.92,72,96,76.0,62
grafo5726.45,13,19,14.0,11
grafo4249.63,30,27,34.0,25
grafo1299.47,8,6,5.0,5
grafo1275.26,1,1,0.0,1
grafo10276.41,18,17,13.0,17
grafo11024.38,11,9,10.0,9
grafo4747.55,24,23,21.0,18
grafo7572.42,8,8,9.0,8
grafo9739.70,24,21,22.0,20
grafo8055.79,34,20,34.0,22
grafo9048.63,11,11,17.0,11
grafo9284.68,80,57,72.0,65
grafo8574.83,78,64,81.0,67
grafo1758.37,8,4,7.0,6
grafo9338.86,65,74,77.0,57
grafo11386.34,10,10,13.0,7
grafo10568.39,12,8,11.0,12
grafo8975.72,25,22,31.0,19
grafo468.19,8,6,9.0,6
grafo2941.38,25,18,19.0,18
grafo11654.35,8,8,9.0,8
grafo1374.28,5,2,2.0,4
grafo10443.98,53,48,58.0,40
grafo9945.91,77,66,73.0,59
grafo5344.41,11,7,12.0,7
grafo407.10,0,0,0.0,0
grafo8525.60,61,62,45.0,40
grafo8655.95,128,118,134.0,105
grafo2736.16,1,0,0.0,1
grafo5615.38,9,5,4.0,6
grafo10212.97,65,58,65.0,57
grafo4017.44,23,23,17.0,15
grafo735.15,0,0,0.0,0
grafo3037.23,4,3,3.0,3
grafo10920.95,61,60,61.0,49
grafo5707.47,15,10,17.0,10
grafo10090.97,31,23,31.0,29
grafo3917.38,32,25,31.0,26
grafo4279.57,21,18,19.0,17
grafo4310.74,97,84,82.0,80
grafo2632.19,0,0,0.0,0
grafo492.18,0,0,0.0,0
grafo4283.56,41,32,35.0,31
grafo9245.82,60,45,52.0,41
grafo9673.64,55,48,56.0,43
grafo10883.93,106,125,111.0,88
grafo4552.78,72,71,76.0,55
grafo9348.77,27,33,28.0,21
grafo4777.61,14,11,13.0,12
grafo4751.57,23,25,15.0,17
grafo2166.20,2,2,4.0,1
grafo9969.33,5,3,5.0,3
grafo3168.39,8,8,8.0,6
grafo5143.34,2,5,3.0,1
grafo6139.40,10,6,9.0,8
grafo2536.25,1,3,1.0,1
grafo6793.67,66,90,70.0,57
grafo10400.33,0,0,0.0,0
grafo5874.76,61,53,59.0,47
grafo513.10,0,0,0.0,0
grafo3446.46,13,12,13.0,13
grafo6569.45,17,11,17.0,12
grafo10805.98,106,100,95.0,81
grafo11031.36,1,3,4.0,1
grafo9552.72,57,47,57.0,38
grafo4081.40,6,5,5.0,6
grafo3348.43,22,29,23.0,18
grafo7017.45,40,30,38.0,31
grafo7655.49,9,17,14.0,3
grafo10324.99,24,21,27.0,18
grafo7336.53,16,16,17.0,10
grafo10879.92,92,95,95.0,67
grafo176.30,2,5,4.0,0
grafo5482.36,9,6,9.0,8
grafo4204.74,40,32,38.0,27
grafo1727.21,3,2,1.0,2
grafo2490.22,3,3,3.0,2
grafo3930.37,1,1,0.0,1
grafo7186.52,24,13,14.0,17
grafo8993.87,105,104,88.0,73
grafo3202.35,20,19,16.0,13
grafo4324.78,46,27,34.0,41
grafo9670.78,34,43,39.0,29
grafo10815.97,67,56,68.0,41
grafo4879.73,35,30,32.0,27
grafo4647.62,50,51,51.0,44
grafo9922.39,11,11,12.0,9
grafo3673.40,28,32,26.0,21
grafo10820.100,129,117,117.0,107
grafo3541.55,71,74,70.0,56
grafo5787.33,6,5,8.0,4
grafo4912.65,50,46,53.0,40
grafo11424.95,63,68,63.0,53
grafo6603.49,77,78,75.0,59
grafo6492.38,12,9,9.0,10
grafo5075.58,20,25,21.0,14
grafo5955.43,30,18,18.0,23
grafo8314.81,46,41,45.0,36
grafo2151.20,6,3,4.0,4
grafo9395.79,30,23,37.0,22
grafo5198.45,23,25,22.0,16
grafo8138.72,61,48,63.0,45
grafo3062.23,16,12,8.0,7
grafo285.14,1,0,0.0,1
grafo10822.97,121,116,111.0,99
grafo4985.58,21,17,22.0,16
grafo8897.88,115,106,142.0,102
grafo9446.62,32,24,31.0,25
grafo1370.72,22,25,19.0,18
grafo3582.41,12,19,17.0,10
grafo1104.21,0,2,1.0,0
grafo1122.17,0,0,0.0,0
grafo4883.62,25,28,32.0,17
grafo10303.96,198,199,183.0,150
grafo8789.95,48,54,45.0,39
grafo4198.59,25,22,22.0,20
grafo7603.45,51,51,58.0,42
grafo3843.44,18,17,17.0,14
grafo2754.16,10,7,11.0,10
grafo10135.35,3,2,1.0,1
grafo10015.39,3,2,5.0,2
grafo1609.28,0,0,0.0,0
grafo8595.89,45,32,45.0,36
grafo3464.93,92,62,87.0,73
grafo465.10,0,0,0.0,0
grafo1886.22,0,0,0.0,0
grafo1316.28,0,0,0.0,0
grafo450.35,8,10,9.0,6
grafo1640.17,1,1,0.0,0
grafo4809.59,22,29,24.0,13
grafo6221.53,19,23,22.0,14
grafo755.20,0,1,0.0,0
grafo9064.68,46,29,40.0,38
grafo2333.13,2,1,0.0,2
grafo8246.82,62,42,50.0,50
grafo1187.49,8,13,15.0,7
grafo6749.86,19,19,16.0,16
grafo9265.62,32,33,34.0,26
grafo10963.97,75,75,80.0,63
grafo6387.44,19,17,23.0,14
grafo7154.60,9,10,7.0,7
grafo5743.61,77,72,83.0,65
grafo1849.16,2,1,1.0,0
grafo6116.35,9,9,9.0,9
grafo8255.81,59,52,56.0,45
grafo2968.32,2,1,3.0,1
grafo2834.24,0,1,0.0,0
grafo7145.56,16,18,19.0,13
grafo5661.48,8,12,10.0,6
grafo193.12,0,0,0.0,0
grafo7790.67,59,54,60.0,51
grafo5830.40,1,1,1.0,1
grafo3424.46,13,7,9.0,9
grafo2827.37,14,12,14.0,13
grafo11612.36,9,12,8.0,7
grafo1202.28,5,4,8.0,5
grafo3975.38,21,18,26.0,18
grafo3355.55,13,13,17.0,8
grafo6124.46,38,37,36.0,29
grafo369.20,5,6,3.0,5
grafo8632.84,61,42,52.0,46
grafo8032.68,11,7,10.0,9
grafo5016.61,20,14,19.0,13
grafo5213.31,2,1,2.0,2
grafo1992.32,2,3,3.0,1
grafo8542.61,36,39,31.0,22
grafo752.76,36,37,36.0,25
grafo4723.58,12,9,12.0,11
grafo7328.59,13,18,14.0,10
grafo7075.45,28,22,29.0,23
grafo7970.74,111,102,93.0,90
grafo11592.34,3,3,3.0,3
grafo1440.24,3,3,5.0,1
grafo544.25,4,5,3.0,2
grafo6035.35,8,5,7.0,6
grafo2881.65,11,5,7.0,6
grafo6884.39,15,10,14.0,12
grafo2904.37,17,12,18.0,13
grafo8111.78,70,51,60.0,51
grafo5091.53,38,45,42.0,30
grafo9190.80,30,25,34.0,24
grafo1306.27,0,1,0.0,0
grafo3856.38,24,25,27.0,23
grafo7347.40,20,17,14.0,13
grafo4495.63,80,63,73.0,65
grafo10877.97,48,47,49.0,38
grafo894.16,10,6,6.0,5
grafo10345.95,100,68,72.0,81
grafo674.15,2,1,1.0,2
grafo11204.99,134,120,123.0,103
grafo2849.17,1,0,0.0,1
grafo286.18,0,0,0.0,0
grafo2103.66,15,11,16.0,13
grafo1168.24,1,0,0.0,1
grafo1508.67,20,17,20.0,18
grafo7361.76,17,23,22.0,16
grafo9732.64,44,39,47.0,31
grafo4569.58,27,31,24.0,21
grafo11434.33,19,13,10.0,16
grafo2201.25,0,0,0.0,0
grafo11005.93,75,59,82.0,59
grafo10427.95,103,94,108.0,79
grafo9940.39,8,11,9.0,5
grafo10136.39,6,5,9.0,4
grafo5428.44,32,30,27.0,23
grafo2212.36,1,3,0.0,1
grafo4945.50,19,14,20.0,14
grafo8327.62,45,58,52.0,36
grafo517.17,2,2,1.0,1
